result,player1,player2,player1_url,player2_url,weightclass,method,round,time,time_format,referee,details,player1_nickname,player2_nickname,event_date,event_location,event_url,p1_rd1_KD,p1_rd2_KD,p1_rd3_KD,p1_rd4_KD,p1_rd5_KD,p1_rd1_Sig_str,p1_rd2_Sig_str,p1_rd3_Sig_str,p1_rd4_Sig_str,p1_rd5_Sig_str,p1_rd1_Total_str,p1_rd2_Total_str,p1_rd3_Total_str,p1_rd4_Total_str,p1_rd5_Total_str,p1_rd1_Td,p1_rd2_Td,p1_rd3_Td,p1_rd4_Td,p1_rd5_Td,p1_rd1_Sub_att,p1_rd2_Sub_att,p1_rd3_Sub_att,p1_rd4_Sub_att,p1_rd5_Sub_att,p1_rd1_Rev,p1_rd2_Rev,p1_rd3_Rev,p1_rd4_Rev,p1_rd5_Rev,p1_rd1_Ctrl,p1_rd2_Ctrl,p1_rd3_Ctrl,p1_rd4_Ctrl,p1_rd5_Ctrl,p2_rd1_KD,p2_rd2_KD,p2_rd3_KD,p2_rd4_KD,p2_rd5_KD,p2_rd1_Sig_str,p2_rd2_Sig_str,p2_rd3_Sig_str,p2_rd4_Sig_str,p2_rd5_Sig_str,p2_rd1_Total_str,p2_rd2_Total_str,p2_rd3_Total_str,p2_rd4_Total_str,p2_rd5_Total_str,p2_rd1_Td,p2_rd2_Td,p2_rd3_Td,p2_rd4_Td,p2_rd5_Td,p2_rd1_Sub_att,p2_rd2_Sub_att,p2_rd3_Sub_att,p2_rd4_Sub_att,p2_rd5_Sub_att,p2_rd1_Rev,p2_rd2_Rev,p2_rd3_Rev,p2_rd4_Rev,p2_rd5_Rev,p2_rd1_Ctrl,p2_rd2_Ctrl,p2_rd3_Ctrl,p2_rd4_Ctrl,p2_rd5_Ctrl,p1_rd1_Head,p1_rd2_Head,p1_rd3_Head,p1_rd4_Head,p1_rd5_Head,p1_rd1_Body,p1_rd2_Body,p1_rd3_Body,p1_rd4_Body,p1_rd5_Body,p1_rd1_Leg,p1_rd2_Leg,p1_rd3_Leg,p1_rd4_Leg,p1_rd5_Leg,p1_rd1_Distance,p1_rd2_Distance,p1_rd3_Distance,p1_rd4_Distance,p1_rd5_Distance,p1_rd1_Clinch,p1_rd2_Clinch,p1_rd3_Clinch,p1_rd4_Clinch,p1_rd5_Clinch,p1_rd1_Ground,p1_rd2_Ground,p1_rd3_Ground,p1_rd4_Ground,p1_rd5_Ground,p2_rd1_Head,p2_rd2_Head,p2_rd3_Head,p2_rd4_Head,p2_rd5_Head,p2_rd1_Body,p2_rd2_Body,p2_rd3_Body,p2_rd4_Body,p2_rd5_Body,p2_rd1_Leg,p2_rd2_Leg,p2_rd3_Leg,p2_rd4_Leg,p2_rd5_Leg,p2_rd1_Distance,p2_rd2_Distance,p2_rd3_Distance,p2_rd4_Distance,p2_rd5_Distance,p2_rd1_Clinch,p2_rd2_Clinch,p2_rd3_Clinch,p2_rd4_Clinch,p2_rd5_Clinch,p2_rd1_Ground,p2_rd2_Ground,p2_rd3_Ground,p2_rd4_Ground,p2_rd5_Ground,division,result_norm,u1,u2,r1,r2,reach_diff,reach_gap,longer_is_p1,p1_won,longer_won,pair_key
L,Lukasz Sajewski,Marc Diakiese,http://ufcstats.com/fighter-details/fb41432b622992a9,http://ufcstats.com/fighter-details/32c355b04fc57f3a,Lightweight Bout,KO/TKO,2,4:40,3 Rnd (5-5-5),Leon Roberts,Punches to Head In Clinch,Wookie,Bonecrusher,2016-10-08,"Manchester, England, United Kingdom",http://ufcstats.com/event-details/154a6b3ffae264cd,0,0.0,,,,9 of 15,12 of 39,,,,13 of 20,12 of 39,,,,2 of 6,0 of 0,,,,0,0.0,,,,0,0.0,,,,3:24,0:11,,,,0,0.0,,,,6 of 22,42 of 94,,,,19 of 35,42 of 94,,,,1 of 1,0 of 0,,,,0,0.0,,,,0,0.0,,,,0:07,0:00,,,,2 of 7,6 of 32,,,,7 of 8,5 of 5,,,,0 of 0,1 of 2,,,,1 of 6,12 of 36,,,,1 of 1,0 of 3,,,,7 of 8,0 of 0,,,,4 of 19,32 of 80,,,,0 of 0,5 of 9,,,,2 of 3,5 of 5,,,,4 of 16,30 of 70,,,,1 of 5,12 of 24,,,,1 of 1,0 of 0,,,,Lightweight,L,http://ufcstats.com/fighter-details/fb41432b622992a9,http://ufcstats.com/fighter-details/32c355b04fc57f3a,71.0,73.0,-2.0,2.0,False,False,True,http://ufcstats.com/fighter-details/32c355b04fc57f3a|http://ufcstats.com/fighter-details/fb41432b622992a9
L,Davey Grant,Damian Stasiak,http://ufcstats.com/fighter-details/113df4fde64735c6,http://ufcstats.com/fighter-details/42a7e90605df3c8a,Bantamweight Bout,Submission,3,2:56,3 Rnd (5-5-5),Kevin Sataki,Armbar From Bottom Guard,Dangerous,Webster,2016-10-08,"Manchester, England, United Kingdom",http://ufcstats.com/event-details/154a6b3ffae264cd,0,0.0,0.0,,,7 of 20,26 of 53,3 of 11,,,11 of 24,28 of 55,5 of 14,,,2 of 2,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,1:04,0:25,0:00,,,0,0.0,0.0,,,3 of 10,5 of 21,2 of 8,,,8 of 15,8 of 24,2 of 8,,,1 of 2,2 of 4,1 of 3,,,0,0.0,1.0,,,1,0.0,0.0,,,1:34,1:30,1:11,,,3 of 15,17 of 42,3 of 10,,,2 of 2,9 of 11,0 of 1,,,2 of 3,0 of 0,0 of 0,,,5 of 17,12 of 29,3 of 10,,,1 of 1,12 of 21,0 of 0,,,1 of 2,2 of 3,0 of 1,,,2 of 7,3 of 13,2 of 7,,,1 of 3,2 of 8,0 of 1,,,0 of 0,0 of 0,0 of 0,,,2 of 8,5 of 20,1 of 7,,,1 of 2,0 of 1,0 of 0,,,0 of 0,0 of 0,1 of 1,,,Bantamweight,L,http://ufcstats.com/fighter-details/113df4fde64735c6,http://ufcstats.com/fighter-details/42a7e90605df3c8a,69.0,70.0,-1.0,1.0,False,False,True,http://ufcstats.com/fighter-details/113df4fde64735c6|http://ufcstats.com/fighter-details/42a7e90605df3c8a
W,Stefan Struve,Daniel Omielanczuk,http://ufcstats.com/fighter-details/ebc1f40e00e0c481,http://ufcstats.com/fighter-details/470fedbc8563ac47,Heavyweight Bout,Submission,2,1:41,3 Rnd (5-5-5),Kevin Sataki,D'Arce Choke On Ground,Skyscraper,--,2016-10-08,"Manchester, England, United Kingdom",http://ufcstats.com/event-details/154a6b3ffae264cd,0,0.0,,,,8 of 21,1 of 2,,,,11 of 24,1 of 2,,,,1 of 2,1 of 2,,,,0,1.0,,,,0,0.0,,,,2:13,0:32,,,,0,0.0,,,,11 of 27,3 of 3,,,,17 of 35,4 of 4,,,,0 of 0,0 of 1,,,,0,0.0,,,,0,0.0,,,,0:19,0:51,,,,3 of 10,0 of 0,,,,5 of 11,1 of 2,,,,0 of 0,0 of 0,,,,8 of 20,0 of 1,,,,0 of 0,1 of 1,,,,0 of 1,0 of 0,,,,5 of 16,1 of 1,,,,1 of 5,1 of 1,,,,5 of 6,1 of 1,,,,11 of 26,1 of 1,,,,0 of 1,2 of 2,,,,0 of 0,0 of 0,,,,Heavyweight,W,http://ufcstats.com/fighter-details/ebc1f40e00e0c481,http://ufcstats.com/fighter-details/470fedbc8563ac47,84.0,74.0,10.0,10.0,True,True,True,http://ufcstats.com/fighter-details/470fedbc8563ac47|http://ufcstats.com/fighter-details/ebc1f40e00e0c481
W,Leon Edwards,Albert Tumenov,http://ufcstats.com/fighter-details/f1fac969a1d70b08,http://ufcstats.com/fighter-details/ff6a1f63c254127e,Welterweight Bout,Submission,3,3:01,3 Rnd (5-5-5),Yves Lavigne,Rear Naked Choke,Rocky,Einstein,2016-10-08,"Manchester, England, United Kingdom",http://ufcstats.com/event-details/154a6b3ffae264cd,0,0.0,0.0,,,4 of 13,8 of 38,4 of 21,,,19 of 30,8 of 38,4 of 21,,,2 of 6,0 of 2,1 of 2,,,0,0.0,1.0,,,0,0.0,0.0,,,3:50,0:09,0:33,,,0,0.0,0.0,,,1 of 2,22 of 58,9 of 23,,,3 of 5,22 of 58,9 of 23,,,0 of 0,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:00,0:00,,,1 of 8,3 of 30,3 of 17,,,1 of 3,5 of 7,1 of 4,,,2 of 2,0 of 1,0 of 0,,,2 of 10,8 of 38,4 of 21,,,2 of 3,0 of 0,0 of 0,,,0 of 0,0 of 0,0 of 0,,,1 of 2,20 of 52,7 of 21,,,0 of 0,2 of 6,1 of 1,,,0 of 0,0 of 0,1 of 1,,,1 of 2,21 of 55,9 of 23,,,0 of 0,1 of 3,0 of 0,,,0 of 0,0 of 0,0 of 0,,,Welterweight,W,http://ufcstats.com/fighter-details/f1fac969a1d70b08,http://ufcstats.com/fighter-details/ff6a1f63c254127e,74.0,73.0,1.0,1.0,True,True,True,http://ufcstats.com/fighter-details/f1fac969a1d70b08|http://ufcstats.com/fighter-details/ff6a1f63c254127e
L,Brad Pickett,Iuri Alcantara,http://ufcstats.com/fighter-details/c945adc22c2bfe8f,http://ufcstats.com/fighter-details/2f95a3c6d58b2aad,Bantamweight Bout,Submission,1,1:59,3 Rnd (5-5-5),Marc Goddard,Triangle Choke On Ground,One Punch,Marajo,2016-10-08,"Manchester, England, United Kingdom",http://ufcstats.com/event-details/154a6b3ffae264cd,0,,,,,1 of 3,,,,,1 of 3,,,,,0 of 0,,,,,0,,,,,0,,,,,0:11,,,,,1,,,,,26 of 39,,,,,26 of 39,,,,,0 of 0,,,,,2,,,,,0,,,,,0:29,,,,,0 of 1,,,,,1 of 1,,,,,0 of 1,,,,,0 of 2,,,,,1 of 1,,,,,0 of 0,,,,,22 of 33,,,,,4 of 6,,,,,0 of 0,,,,,10 of 21,,,,,1 of 1,,,,,15 of 17,,,,,Bantamweight,L,http://ufcstats.com/fighter-details/c945adc22c2bfe8f,http://ufcstats.com/fighter-details/2f95a3c6d58b2aad,68.0,71.0,-3.0,3.0,False,False,True,http://ufcstats.com/fighter-details/2f95a3c6d58b2aad|http://ufcstats.com/fighter-details/c945adc22c2bfe8f
L,Jessica Eye,Bethe Correia,http://ufcstats.com/fighter-details/f72465a784c1b084,http://ufcstats.com/fighter-details/673ea7dcc786b1b3,Women's Bantamweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Marc Goddard,Eric Colon 28 - 29. Sal D'amato 29 - 28. Derek Cleary 28 - 29.,Evil,Pitbull,2016-09-10,"Cleveland, Ohio, USA",http://ufcstats.com/event-details/2dc7f1762dc0a7ef,0,0.0,0.0,,,14 of 68,20 of 75,18 of 56,,,17 of 71,21 of 76,25 of 63,,,0 of 0,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:03,0:00,0:00,,,0,0.0,0.0,,,15 of 45,18 of 54,16 of 51,,,17 of 47,19 of 55,33 of 68,,,0 of 0,0 of 3,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:31,0:00,0:29,,,10 of 58,11 of 65,8 of 41,,,0 of 3,4 of 5,4 of 8,,,4 of 7,5 of 5,6 of 7,,,14 of 66,19 of 74,14 of 51,,,0 of 2,1 of 1,4 of 5,,,0 of 0,0 of 0,0 of 0,,,9 of 35,11 of 43,12 of 41,,,2 of 3,2 of 4,0 of 2,,,4 of 7,5 of 7,4 of 8,,,12 of 41,18 of 54,14 of 49,,,3 of 4,0 of 0,2 of 2,,,0 of 0,0 of 0,0 of 0,,,Women's Bantamweight,L,http://ufcstats.com/fighter-details/f72465a784c1b084,http://ufcstats.com/fighter-details/673ea7dcc786b1b3,66.0,64.0,2.0,2.0,True,False,False,http://ufcstats.com/fighter-details/673ea7dcc786b1b3|http://ufcstats.com/fighter-details/f72465a784c1b084
L,Ovince Saint Preux,Jimi Manuwa,http://ufcstats.com/fighter-details/50db8711c70196cd,http://ufcstats.com/fighter-details/1e1dbd1cc5a7469e,Light Heavyweight Bout,KO/TKO,2,2:38,3 Rnd (5-5-5),Leon Roberts,Punch to Head In Clinch,--,Poster Boy,2016-10-08,"Manchester, England, United Kingdom",http://ufcstats.com/event-details/154a6b3ffae264cd,0,0.0,,,,7 of 17,6 of 21,,,,11 of 23,6 of 21,,,,2 of 2,0 of 1,,,,0,0.0,,,,0,0.0,,,,3:13,0:13,,,,0,1.0,,,,15 of 20,17 of 27,,,,16 of 21,17 of 27,,,,0 of 3,0 of 0,,,,1,0.0,,,,0,0.0,,,,0:29,0:01,,,,4 of 12,3 of 17,,,,3 of 5,1 of 2,,,,0 of 0,2 of 2,,,,4 of 13,6 of 21,,,,2 of 3,0 of 0,,,,1 of 1,0 of 0,,,,2 of 6,10 of 19,,,,5 of 6,4 of 5,,,,8 of 8,3 of 3,,,,3 of 6,17 of 26,,,,12 of 14,0 of 0,,,,0 of 0,0 of 1,,,,Light Heavyweight,L,http://ufcstats.com/fighter-details/50db8711c70196cd,http://ufcstats.com/fighter-details/1e1dbd1cc5a7469e,80.0,79.0,1.0,1.0,True,False,False,http://ufcstats.com/fighter-details/1e1dbd1cc5a7469e|http://ufcstats.com/fighter-details/50db8711c70196cd
L,Vitor Belfort,Gegard Mousasi,http://ufcstats.com/fighter-details/0ee783aa00e468f0,http://ufcstats.com/fighter-details/232c582f29f8f65e,Middleweight Bout,KO/TKO,2,2:43,3 Rnd (5-5-5),Marc Goddard,Punches to Head From Mount,The Phenom,--,2016-10-08,"Manchester, England, United Kingdom",http://ufcstats.com/event-details/154a6b3ffae264cd,0,0.0,,,,6 of 22,2 of 4,,,,7 of 23,2 of 4,,,,0 of 0,0 of 0,,,,0,0.0,,,,0,0.0,,,,0:00,0:00,,,,0,0.0,,,,19 of 45,38 of 69,,,,22 of 49,43 of 75,,,,0 of 2,1 of 2,,,,0,0.0,,,,0,0.0,,,,0:31,1:01,,,,4 of 18,1 of 3,,,,2 of 4,1 of 1,,,,0 of 0,0 of 0,,,,5 of 20,1 of 3,,,,1 of 2,1 of 1,,,,0 of 0,0 of 0,,,,7 of 30,34 of 65,,,,3 of 6,1 of 1,,,,9 of 9,3 of 3,,,,17 of 40,12 of 17,,,,2 of 5,12 of 25,,,,0 of 0,14 of 27,,,,Middleweight,L,http://ufcstats.com/fighter-details/0ee783aa00e468f0,http://ufcstats.com/fighter-details/232c582f29f8f65e,74.0,76.0,-2.0,2.0,False,False,True,http://ufcstats.com/fighter-details/0ee783aa00e468f0|http://ufcstats.com/fighter-details/232c582f29f8f65e
W,Jessica Andrade,Joanne Wood,http://ufcstats.com/fighter-details/6a1901c62ab3870f,http://ufcstats.com/fighter-details/12f91bfa8f1f723b,Women's Strawweight Bout,Submission,1,4:38,3 Rnd (5-5-5),Jerry Poe,Guillotine Choke After Drop to Guard,Bate Estaca,JoJo,2016-09-10,"Cleveland, Ohio, USA",http://ufcstats.com/event-details/2dc7f1762dc0a7ef,0,,,,,20 of 28,,,,,44 of 58,,,,,2 of 3,,,,,1,,,,,0,,,,,3:29,,,,,0,,,,,13 of 26,,,,,23 of 36,,,,,0 of 0,,,,,0,,,,,0,,,,,0:12,,,,,10 of 18,,,,,10 of 10,,,,,0 of 0,,,,,2 of 3,,,,,6 of 6,,,,,12 of 19,,,,,3 of 16,,,,,4 of 4,,,,,6 of 6,,,,,8 of 19,,,,,4 of 5,,,,,1 of 2,,,,,Women's Strawweight,W,http://ufcstats.com/fighter-details/6a1901c62ab3870f,http://ufcstats.com/fighter-details/12f91bfa8f1f723b,62.0,65.0,-3.0,3.0,False,True,False,http://ufcstats.com/fighter-details/12f91bfa8f1f723b|http://ufcstats.com/fighter-details/6a1901c62ab3870f
L,CM Punk,Mickey Gall,http://ufcstats.com/fighter-details/a8c9d16fe2a14d72,http://ufcstats.com/fighter-details/9e50097a89442158,Welterweight Bout,Submission,1,2:14,3 Rnd (5-5-5),Keith Peterson,Rear Naked Choke,--,--,2016-09-10,"Cleveland, Ohio, USA",http://ufcstats.com/event-details/2dc7f1762dc0a7ef,0,,,,,0 of 1,,,,,6 of 8,,,,,0 of 0,,,,,0,,,,,0,,,,,0:00,,,,,0,,,,,20 of 32,,,,,26 of 39,,,,,1 of 1,,,,,2,,,,,0,,,,,2:11,,,,,0 of 1,,,,,0 of 0,,,,,0 of 0,,,,,0 of 1,,,,,0 of 0,,,,,0 of 0,,,,,20 of 32,,,,,0 of 0,,,,,0 of 0,,,,,0 of 0,,,,,0 of 0,,,,,20 of 32,,,,,Welterweight,L,http://ufcstats.com/fighter-details/a8c9d16fe2a14d72,http://ufcstats.com/fighter-details/9e50097a89442158,73.0,74.0,-1.0,1.0,False,False,True,http://ufcstats.com/fighter-details/9e50097a89442158|http://ufcstats.com/fighter-details/a8c9d16fe2a14d72
W,Fabricio Werdum,Travis Browne,http://ufcstats.com/fighter-details/492b202d2064e7a9,http://ufcstats.com/fighter-details/3236bf606fe9fa5b,Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Gary Copeland,Mike Barry 28 - 29. Sal D'amato 27 - 29. Rick Winter 27 - 30.,Vai Cavalo,Hapa,2016-09-10,"Cleveland, Ohio, USA",http://ufcstats.com/event-details/2dc7f1762dc0a7ef,1,0.0,0.0,,,37 of 59,19 of 39,28 of 44,,,60 of 83,19 of 39,28 of 44,,,0 of 1,0 of 1,0 of 1,,,1,0.0,0.0,,,0,0.0,0.0,,,1:30,0:00,0:00,,,0,0.0,0.0,,,12 of 30,11 of 42,14 of 71,,,12 of 30,12 of 43,14 of 71,,,0 of 0,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:02,0:10,0:01,,,22 of 39,7 of 25,12 of 27,,,8 of 13,8 of 10,8 of 9,,,7 of 7,4 of 4,8 of 8,,,21 of 42,19 of 39,26 of 42,,,8 of 8,0 of 0,2 of 2,,,8 of 9,0 of 0,0 of 0,,,9 of 27,6 of 34,12 of 62,,,2 of 2,1 of 3,1 of 6,,,1 of 1,4 of 5,1 of 3,,,10 of 28,11 of 41,14 of 71,,,2 of 2,0 of 0,0 of 0,,,0 of 0,0 of 1,0 of 0,,,Heavyweight,W,http://ufcstats.com/fighter-details/492b202d2064e7a9,http://ufcstats.com/fighter-details/3236bf606fe9fa5b,77.0,79.0,-2.0,2.0,False,True,False,http://ufcstats.com/fighter-details/3236bf606fe9fa5b|http://ufcstats.com/fighter-details/492b202d2064e7a9
W,Rustam Khabilov,Leandro Silva,http://ufcstats.com/fighter-details/9b7694d064a8a0ad,http://ufcstats.com/fighter-details/159da492e000afbf,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Neil Hall,Mark Collett 28 - 29. Clemens Werner 28 - 29. Andy Roberts 27 - 30.,Tiger,Buscape,2016-09-03,"Hamburg, Hamburg, Germany",http://ufcstats.com/event-details/2b4faacc16d66898,0,0.0,0.0,,,9 of 27,9 of 30,6 of 25,,,14 of 34,18 of 41,17 of 36,,,0 of 3,1 of 2,1 of 5,,,0,0.0,0.0,,,0,0.0,0.0,,,0:48,1:37,1:27,,,0,0.0,0.0,,,8 of 24,11 of 23,10 of 36,,,16 of 32,12 of 25,12 of 38,,,0 of 0,0 of 1,0 of 1,,,0,0.0,0.0,,,0,0.0,0.0,,,0:13,0:00,0:00,,,3 of 17,6 of 26,3 of 19,,,0 of 1,0 of 1,1 of 3,,,6 of 9,3 of 3,2 of 3,,,6 of 22,7 of 27,5 of 22,,,0 of 1,0 of 0,0 of 2,,,3 of 4,2 of 3,1 of 1,,,3 of 14,6 of 15,4 of 28,,,1 of 5,4 of 7,6 of 8,,,4 of 5,1 of 1,0 of 0,,,7 of 23,11 of 22,8 of 33,,,1 of 1,0 of 0,2 of 3,,,0 of 0,0 of 1,0 of 0,,,Lightweight,W,http://ufcstats.com/fighter-details/9b7694d064a8a0ad,http://ufcstats.com/fighter-details/159da492e000afbf,73.0,72.0,1.0,1.0,True,True,True,http://ufcstats.com/fighter-details/159da492e000afbf|http://ufcstats.com/fighter-details/9b7694d064a8a0ad
L,Urijah Faber,Jimmie Rivera,http://ufcstats.com/fighter-details/78114b7199cef90c,http://ufcstats.com/fighter-details/9c907996820d2d69,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Gary Copeland,Derek Cleary 27 - 30. Sal D'amato 27 - 30. Rick Winter 27 - 30.,The California Kid,El Terror,2016-09-10,"Cleveland, Ohio, USA",http://ufcstats.com/event-details/2dc7f1762dc0a7ef,0,0.0,0.0,,,9 of 40,8 of 33,5 of 39,,,10 of 41,8 of 33,5 of 39,,,0 of 2,0 of 1,0 of 1,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:00,0:00,,,0,0.0,0.0,,,12 of 46,23 of 60,19 of 54,,,12 of 47,24 of 61,19 of 54,,,0 of 0,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:00,0:00,,,4 of 31,4 of 27,3 of 36,,,3 of 5,2 of 3,0 of 1,,,2 of 4,2 of 3,2 of 2,,,7 of 38,7 of 32,5 of 39,,,2 of 2,1 of 1,0 of 0,,,0 of 0,0 of 0,0 of 0,,,5 of 36,10 of 40,6 of 37,,,1 of 3,2 of 7,6 of 10,,,6 of 7,11 of 13,7 of 7,,,10 of 42,21 of 58,19 of 54,,,2 of 4,2 of 2,0 of 0,,,0 of 0,0 of 0,0 of 0,,,Bantamweight,L,http://ufcstats.com/fighter-details/78114b7199cef90c,http://ufcstats.com/fighter-details/9c907996820d2d69,67.0,68.0,-1.0,1.0,False,False,True,http://ufcstats.com/fighter-details/78114b7199cef90c|http://ufcstats.com/fighter-details/9c907996820d2d69
L,Scott Askham,Jack Hermansson,http://ufcstats.com/fighter-details/06827d70c53ff0d9,http://ufcstats.com/fighter-details/0a1942069c9ad6b6,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Leon Roberts,Ben Cartlidge 27 - 30. Paul Sutherland 27 - 30. Howard Hughes 28 - 29.,--,The Joker,2016-09-03,"Hamburg, Hamburg, Germany",http://ufcstats.com/event-details/2b4faacc16d66898,0,0.0,0.0,,,11 of 42,17 of 41,9 of 23,,,13 of 44,18 of 42,18 of 34,,,0 of 1,0 of 2,0 of 0,,,0,1.0,1.0,,,0,0.0,0.0,,,0:32,0:11,1:02,,,0,0.0,0.0,,,16 of 43,40 of 70,32 of 43,,,20 of 47,45 of 75,56 of 68,,,0 of 1,0 of 2,1 of 3,,,0,0.0,0.0,,,0,0.0,0.0,,,0:29,0:46,2:01,,,0 of 23,5 of 26,3 of 13,,,6 of 12,10 of 12,5 of 9,,,5 of 7,2 of 3,1 of 1,,,11 of 39,11 of 35,1 of 9,,,0 of 3,5 of 5,8 of 14,,,0 of 0,1 of 1,0 of 0,,,2 of 25,21 of 46,16 of 27,,,3 of 3,7 of 8,11 of 11,,,11 of 15,12 of 16,5 of 5,,,14 of 40,29 of 54,14 of 20,,,2 of 3,11 of 16,17 of 21,,,0 of 0,0 of 0,1 of 2,,,Middleweight,L,http://ufcstats.com/fighter-details/06827d70c53ff0d9,http://ufcstats.com/fighter-details/0a1942069c9ad6b6,75.0,77.0,-2.0,2.0,False,False,True,http://ufcstats.com/fighter-details/06827d70c53ff0d9|http://ufcstats.com/fighter-details/0a1942069c9ad6b6
W,Peter Sobotta,Nicolas Dalby,http://ufcstats.com/fighter-details/1fcfc3709fe58151,http://ufcstats.com/fighter-details/9d19d9e4aa2662e8,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Leon Roberts,Mark Collett 26 - 30. Howard Hughes 26 - 30. Andy Roberts 26 - 30.,--,Danish Dynamite,2016-09-03,"Hamburg, Hamburg, Germany",http://ufcstats.com/event-details/2b4faacc16d66898,1,0.0,0.0,,,22 of 38,5 of 15,11 of 23,,,42 of 62,29 of 41,12 of 24,,,0 of 0,2 of 2,1 of 3,,,1,0.0,0.0,,,0,0.0,0.0,,,4:07,4:22,1:53,,,0,0.0,0.0,,,1 of 8,2 of 9,11 of 35,,,8 of 15,19 of 27,21 of 45,,,0 of 1,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:00,0:28,,,14 of 30,5 of 15,9 of 20,,,3 of 3,0 of 0,2 of 3,,,5 of 5,0 of 0,0 of 0,,,8 of 12,2 of 9,11 of 23,,,0 of 0,0 of 0,0 of 0,,,14 of 26,3 of 6,0 of 0,,,0 of 6,1 of 6,6 of 28,,,0 of 0,0 of 1,4 of 6,,,1 of 2,1 of 2,1 of 1,,,1 of 8,2 of 9,6 of 28,,,0 of 0,0 of 0,3 of 5,,,0 of 0,0 of 0,2 of 2,,,Welterweight,W,http://ufcstats.com/fighter-details/1fcfc3709fe58151,http://ufcstats.com/fighter-details/9d19d9e4aa2662e8,75.0,74.0,1.0,1.0,True,True,True,http://ufcstats.com/fighter-details/1fcfc3709fe58151|http://ufcstats.com/fighter-details/9d19d9e4aa2662e8
W,Taylor Lapilus,Leandro Issa,http://ufcstats.com/fighter-details/8b1ed83b02303075,http://ufcstats.com/fighter-details/d1e1fdcea7c8a90a,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Lukasz Bosacki,Mark Collett 27 - 30. Paul Sutherland 27 - 30. Howard Hughes 28 - 29.,Double Impact,Brodinho,2016-09-03,"Hamburg, Hamburg, Germany",http://ufcstats.com/event-details/2b4faacc16d66898,0,0.0,0.0,,,17 of 47,24 of 51,22 of 48,,,26 of 57,29 of 56,29 of 55,,,0 of 0,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:01,0:26,0:31,,,0,0.0,0.0,,,7 of 22,9 of 32,3 of 7,,,8 of 25,12 of 35,3 of 8,,,2 of 7,0 of 2,1 of 5,,,0,0.0,0.0,,,0,0.0,0.0,,,2:56,1:02,2:33,,,15 of 43,14 of 41,20 of 46,,,2 of 4,8 of 8,2 of 2,,,0 of 0,2 of 2,0 of 0,,,10 of 39,14 of 38,14 of 38,,,6 of 7,7 of 9,8 of 10,,,1 of 1,3 of 4,0 of 0,,,2 of 16,3 of 19,1 of 3,,,1 of 2,3 of 7,2 of 4,,,4 of 4,3 of 6,0 of 0,,,5 of 20,9 of 32,2 of 6,,,2 of 2,0 of 0,1 of 1,,,0 of 0,0 of 0,0 of 0,,,Bantamweight,W,http://ufcstats.com/fighter-details/8b1ed83b02303075,http://ufcstats.com/fighter-details/d1e1fdcea7c8a90a,73.0,69.0,4.0,4.0,True,True,True,http://ufcstats.com/fighter-details/8b1ed83b02303075|http://ufcstats.com/fighter-details/d1e1fdcea7c8a90a
