result,player1,player2,player1_url,player2_url,weightclass,method,round,time,time_format,referee,details,player1_nickname,player2_nickname,event_date,event_location,event_url,p1_rd1_KD,p1_rd2_KD,p1_rd3_KD,p1_rd4_KD,p1_rd5_KD,p1_rd1_Sig_str,p1_rd2_Sig_str,p1_rd3_Sig_str,p1_rd4_Sig_str,p1_rd5_Sig_str,p1_rd1_Total_str,p1_rd2_Total_str,p1_rd3_Total_str,p1_rd4_Total_str,p1_rd5_Total_str,p1_rd1_Td,p1_rd2_Td,p1_rd3_Td,p1_rd4_Td,p1_rd5_Td,p1_rd1_Sub_att,p1_rd2_Sub_att,p1_rd3_Sub_att,p1_rd4_Sub_att,p1_rd5_Sub_att,p1_rd1_Rev,p1_rd2_Rev,p1_rd3_Rev,p1_rd4_Rev,p1_rd5_Rev,p1_rd1_Ctrl,p1_rd2_Ctrl,p1_rd3_Ctrl,p1_rd4_Ctrl,p1_rd5_Ctrl,p2_rd1_KD,p2_rd2_KD,p2_rd3_KD,p2_rd4_KD,p2_rd5_KD,p2_rd1_Sig_str,p2_rd2_Sig_str,p2_rd3_Sig_str,p2_rd4_Sig_str,p2_rd5_Sig_str,p2_rd1_Total_str,p2_rd2_Total_str,p2_rd3_Total_str,p2_rd4_Total_str,p2_rd5_Total_str,p2_rd1_Td,p2_rd2_Td,p2_rd3_Td,p2_rd4_Td,p2_rd5_Td,p2_rd1_Sub_att,p2_rd2_Sub_att,p2_rd3_Sub_att,p2_rd4_Sub_att,p2_rd5_Sub_att,p2_rd1_Rev,p2_rd2_Rev,p2_rd3_Rev,p2_rd4_Rev,p2_rd5_Rev,p2_rd1_Ctrl,p2_rd2_Ctrl,p2_rd3_Ctrl,p2_rd4_Ctrl,p2_rd5_Ctrl,p1_rd1_Head,p1_rd2_Head,p1_rd3_Head,p1_rd4_Head,p1_rd5_Head,p1_rd1_Body,p1_rd2_Body,p1_rd3_Body,p1_rd4_Body,p1_rd5_Body,p1_rd1_Leg,p1_rd2_Leg,p1_rd3_Leg,p1_rd4_Leg,p1_rd5_Leg,p1_rd1_Distance,p1_rd2_Distance,p1_rd3_Distance,p1_rd4_Distance,p1_rd5_Distance,p1_rd1_Clinch,p1_rd2_Clinch,p1_rd3_Clinch,p1_rd4_Clinch,p1_rd5_Clinch,p1_rd1_Ground,p1_rd2_Ground,p1_rd3_Ground,p1_rd4_Ground,p1_rd5_Ground,p2_rd1_Head,p2_rd2_Head,p2_rd3_Head,p2_rd4_Head,p2_rd5_Head,p2_rd1_Body,p2_rd2_Body,p2_rd3_Body,p2_rd4_Body,p2_rd5_Body,p2_rd1_Leg,p2_rd2_Leg,p2_rd3_Leg,p2_rd4_Leg,p2_rd5_Leg,p2_rd1_Distance,p2_rd2_Distance,p2_rd3_Distance,p2_rd4_Distance,p2_rd5_Distance,p2_rd1_Clinch,p2_rd2_Clinch,p2_rd3_Clinch,p2_rd4_Clinch,p2_rd5_Clinch,p2_rd1_Ground,p2_rd2_Ground,p2_rd3_Ground,p2_rd4_Ground,p2_rd5_Ground,division,result_norm,h1,h2,height_diff,height_gap,taller_is_p1,p1_won,taller_won,shorter_won,p1_norm,p2_norm,pair_key,market_prob,market_fav_is_p1,market_fav_taller,market_fav_won
W,Josh Fremd,Jamie Pickett,http://ufcstats.com/fighter-details/ca43de99b07b6b40,http://ufcstats.com/fighter-details/830f60497fab345a,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,Adalaide Byrd 27 - 30. Sal D'amato 27 - 30. Ron McCarthy 27 - 30.,--,The Night Wolf,2023-08-12,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/d2fa318f34d0aadc,0,0.0,0.0,,,11 of 29,13 of 31,7 of 20,,,23 of 41,17 of 35,19 of 33,,,0 of 0,0 of 1,0 of 2,,,0,2.0,0.0,,,0,0.0,1.0,,,2:31,1:51,2:53,,,0,0.0,0.0,,,4 of 18,5 of 15,5 of 19,,,8 of 25,7 of 17,11 of 25,,,0 of 0,1 of 1,1 of 2,,,0,0.0,0.0,,,0,0.0,0.0,,,0:28,1:39,0:54,,,2 of 17,7 of 20,2 of 12,,,3 of 5,4 of 7,3 of 6,,,6 of 7,2 of 4,2 of 2,,,9 of 25,7 of 22,6 of 17,,,2 of 4,3 of 4,1 of 3,,,0 of 0,3 of 5,0 of 0,,,0 of 9,1 of 8,3 of 14,,,2 of 7,2 of 4,2 of 5,,,2 of 2,2 of 3,0 of 0,,,3 of 15,5 of 15,3 of 15,,,1 of 3,0 of 0,2 of 4,,,0 of 0,0 of 0,0 of 0,,,Middleweight,W,76.0,74.0,2.0,2.0,True,True,True,False,josh fremd,jamie pickett,http://ufcstats.com/fighter-details/830f60497fab345a|http://ufcstats.com/fighter-details/ca43de99b07b6b40,0.7335423197492164,True,True,True
W,AJ Dobson,Tafon Nchukwi,http://ufcstats.com/fighter-details/009c4420727149ea,http://ufcstats.com/fighter-details/6aae253467e8f9ce,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Sal D'amato 28 - 29. Ron McCarthy 28 - 29. Jacob Montalvo 28 - 29.,--,Da Don,2023-08-12,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/d2fa318f34d0aadc,0,0.0,0.0,,,34 of 65,28 of 51,5 of 18,,,36 of 69,29 of 53,33 of 54,,,1 of 1,0 of 1,1 of 1,,,0,0.0,0.0,,,0,0.0,0.0,,,0:13,0:23,3:57,,,0,0.0,0.0,,,24 of 45,26 of 48,3 of 6,,,24 of 45,27 of 49,8 of 12,,,0 of 0,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:00,0:00,,,6 of 31,12 of 31,1 of 13,,,10 of 15,2 of 3,0 of 0,,,18 of 19,14 of 17,4 of 5,,,31 of 59,26 of 47,4 of 13,,,0 of 0,2 of 4,0 of 1,,,3 of 6,0 of 0,1 of 4,,,4 of 20,6 of 25,1 of 2,,,7 of 10,5 of 5,0 of 0,,,13 of 15,15 of 18,2 of 4,,,24 of 44,22 of 42,3 of 6,,,0 of 1,4 of 6,0 of 0,,,0 of 0,0 of 0,0 of 0,,,Middleweight,W,73.0,72.0,1.0,1.0,True,True,True,False,aj dobson,tafon nchukwi,http://ufcstats.com/fighter-details/009c4420727149ea|http://ufcstats.com/fighter-details/6aae253467e8f9ce,0.5720596355604639,False,False,False
L,Polyana Viana,Iasmin Lucindo,http://ufcstats.com/fighter-details/9673a497a9da119a,http://ufcstats.com/fighter-details/abcf2cc6efc42031,Women's Strawweight Bout,Submission,2,3:42,3 Rnd (5-5-5),Chris Tognoni,Arm Triangle From Side Control,Dama de Ferro,--,2023-08-12,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/d2fa318f34d0aadc,0,0.0,,,,6 of 12,4 of 13,,,,26 of 43,15 of 25,,,,1 of 3,0 of 0,,,,0,0.0,,,,0,0.0,,,,1:58,0:00,,,,0,0.0,,,,6 of 12,4 of 12,,,,17 of 24,14 of 24,,,,1 of 1,1 of 1,,,,0,1.0,,,,0,0.0,,,,1:21,1:52,,,,2 of 8,0 of 7,,,,2 of 2,2 of 4,,,,2 of 2,2 of 2,,,,6 of 12,4 of 13,,,,0 of 0,0 of 0,,,,0 of 0,0 of 0,,,,3 of 9,2 of 9,,,,2 of 2,2 of 3,,,,1 of 1,0 of 0,,,,5 of 9,4 of 12,,,,0 of 0,0 of 0,,,,1 of 3,0 of 0,,,,Women's Strawweight,L,65.0,63.0,2.0,2.0,True,False,False,True,polyana viana,iasmin lucindo,http://ufcstats.com/fighter-details/9673a497a9da119a|http://ufcstats.com/fighter-details/abcf2cc6efc42031,0.6369041816941222,False,False,True
W,Khalil Rountree Jr.,Chris Daukaus,http://ufcstats.com/fighter-details/749f572d1d3161fb,http://ufcstats.com/fighter-details/d0aaedcf7ccd0b45,Light Heavyweight Bout,KO/TKO,1,2:40,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance,--,--,2023-08-12,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/d2fa318f34d0aadc,1,,,,,16 of 24,,,,,16 of 24,,,,,0 of 0,,,,,0,,,,,0,,,,,0:31,,,,,0,,,,,8 of 21,,,,,14 of 28,,,,,0 of 1,,,,,0,,,,,0,,,,,0:04,,,,,12 of 19,,,,,3 of 4,,,,,1 of 1,,,,,11 of 17,,,,,3 of 4,,,,,2 of 3,,,,,6 of 19,,,,,2 of 2,,,,,0 of 0,,,,,7 of 19,,,,,1 of 2,,,,,0 of 0,,,,,Light Heavyweight,W,73.0,75.0,-2.0,2.0,False,True,False,True,khalil rountree,chris daukaus,http://ufcstats.com/fighter-details/749f572d1d3161fb|http://ufcstats.com/fighter-details/d0aaedcf7ccd0b45,0.6037569709421778,True,False,True
W,Chris Duncan,Yanal Ashmouz,http://ufcstats.com/fighter-details/fd406a32a6fb3a29,http://ufcstats.com/fighter-details/c739c2995a275314,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Loic Pora,David Lethaby 27 - 30. Darryl Ransom 27 - 30. Junichiro Kamijo 28 - 29.,The Problem,Red Fox,2023-07-22,"London, England, United Kingdom",http://ufcstats.com/event-details/1174782eacde9b0c,0,0.0,0.0,,,19 of 60,26 of 60,40 of 86,,,19 of 60,26 of 60,42 of 89,,,1 of 1,0 of 1,1 of 2,,,0,0.0,0.0,,,0,0.0,0.0,,,0:06,0:02,0:40,,,0,0.0,0.0,,,9 of 28,14 of 36,12 of 34,,,9 of 28,14 of 36,13 of 36,,,0 of 1,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:00,0:00,,,11 of 46,12 of 41,31 of 74,,,2 of 5,12 of 14,9 of 11,,,6 of 9,2 of 5,0 of 1,,,19 of 60,26 of 60,37 of 80,,,0 of 0,0 of 0,3 of 6,,,0 of 0,0 of 0,0 of 0,,,4 of 20,6 of 26,5 of 22,,,2 of 5,3 of 5,3 of 4,,,3 of 3,5 of 5,4 of 8,,,8 of 27,14 of 35,12 of 34,,,1 of 1,0 of 1,0 of 0,,,0 of 0,0 of 0,0 of 0,,,Lightweight,W,70.0,69.0,1.0,1.0,True,True,True,False,chris duncan,yanal ashmouz,http://ufcstats.com/fighter-details/c739c2995a275314|http://ufcstats.com/fighter-details/fd406a32a6fb3a29,0.5620437956204379,True,True,True
W,Ketlen Vieira,Pannie Kianzad,http://ufcstats.com/fighter-details/b9706f80d005036c,http://ufcstats.com/fighter-details/91dac5e69e28d5b5,Women's Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Mike Bell 28 - 29. Ben Cartlidge 28 - 29. Cezary Wojciechowski 28 - 29.,Fenomeno,Banzai,2023-07-22,"London, England, United Kingdom",http://ufcstats.com/event-details/1174782eacde9b0c,0,0.0,0.0,,,5 of 15,7 of 13,3 of 5,,,23 of 40,25 of 34,17 of 29,,,1 of 1,1 of 1,1 of 1,,,0,2.0,1.0,,,0,0.0,0.0,,,3:53,4:18,2:38,,,0,0.0,0.0,,,4 of 16,4 of 9,14 of 26,,,7 of 19,15 of 21,70 of 104,,,0 of 0,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,1.0,,,0:00,0:00,2:11,,,4 of 14,7 of 13,2 of 4,,,0 of 0,0 of 0,1 of 1,,,1 of 1,0 of 0,0 of 0,,,4 of 14,4 of 10,0 of 1,,,0 of 0,0 of 0,1 of 2,,,1 of 1,3 of 3,2 of 2,,,2 of 13,3 of 8,12 of 24,,,1 of 2,0 of 0,2 of 2,,,1 of 1,1 of 1,0 of 0,,,4 of 16,4 of 9,2 of 5,,,0 of 0,0 of 0,0 of 0,,,0 of 0,0 of 0,12 of 21,,,Women's Bantamweight,W,68.0,67.0,1.0,1.0,True,True,True,False,ketlen vieira,pannie kianzad,http://ufcstats.com/fighter-details/91dac5e69e28d5b5|http://ufcstats.com/fighter-details/b9706f80d005036c,0.5882115462252726,True,True,True
L,Marc Diakiese,Joel Alvarez,http://ufcstats.com/fighter-details/32c355b04fc57f3a,http://ufcstats.com/fighter-details/58bbef3770bb2dfc,Lightweight Bout,Submission,2,4:26,3 Rnd (5-5-5),Daniel Movahedi,D'Arce Choke From Side Control,Bonecrusher,El Fenomeno,2023-07-22,"London, England, United Kingdom",http://ufcstats.com/event-details/1174782eacde9b0c,0,0.0,,,,19 of 42,1 of 4,,,,20 of 47,9 of 13,,,,0 of 0,2 of 3,,,,0,0.0,,,,0,0.0,,,,0:14,2:55,,,,0,0.0,,,,31 of 62,11 of 13,,,,31 of 62,33 of 36,,,,0 of 1,0 of 0,,,,0,1.0,,,,0,0.0,,,,0:28,0:58,,,,7 of 22,1 of 3,,,,6 of 11,0 of 0,,,,6 of 9,0 of 1,,,,19 of 42,1 of 4,,,,0 of 0,0 of 0,,,,0 of 0,0 of 0,,,,15 of 42,5 of 7,,,,7 of 11,5 of 5,,,,9 of 9,1 of 1,,,,31 of 62,6 of 8,,,,0 of 0,2 of 2,,,,0 of 0,3 of 3,,,,Lightweight,L,70.0,75.0,-5.0,5.0,False,False,True,False,marc diakiese,joel alvarez,http://ufcstats.com/fighter-details/32c355b04fc57f3a|http://ufcstats.com/fighter-details/58bbef3770bb2dfc,0.6301020408163266,False,True,True
W,Mick Parkin,Jamal Pogues,http://ufcstats.com/fighter-details/0d5cc0170c1a7e71,http://ufcstats.com/fighter-details/f41b9f5efc7162d6,Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Loic Pora,Mike Bell 27 - 30. Darryl Ransom 27 - 30. Clemens Werner 27 - 30.,--,--,2023-07-22,"London, England, United Kingdom",http://ufcstats.com/event-details/1174782eacde9b0c,0,0.0,0.0,,,32 of 50,19 of 34,44 of 72,,,32 of 50,22 of 37,44 of 72,,,0 of 0,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:00,0:00,,,0,0.0,0.0,,,21 of 79,7 of 30,8 of 26,,,22 of 80,7 of 30,8 of 26,,,0 of 1,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:16,0:56,0:05,,,12 of 30,5 of 17,20 of 47,,,2 of 2,3 of 6,11 of 12,,,18 of 18,11 of 11,13 of 13,,,32 of 48,17 of 32,43 of 71,,,0 of 2,2 of 2,1 of 1,,,0 of 0,0 of 0,0 of 0,,,13 of 71,5 of 27,4 of 21,,,1 of 1,1 of 2,2 of 3,,,7 of 7,1 of 1,2 of 2,,,20 of 78,6 of 28,8 of 26,,,1 of 1,1 of 2,0 of 0,,,0 of 0,0 of 0,0 of 0,,,Heavyweight,W,76.0,75.0,1.0,1.0,True,True,True,False,mick parkin,jamal pogues,http://ufcstats.com/fighter-details/0d5cc0170c1a7e71|http://ufcstats.com/fighter-details/f41b9f5efc7162d6,0.5798319327731093,False,False,False
W,Makhmud Muradov,Bryan Barberena,http://ufcstats.com/fighter-details/ea7e5bc78d9de658,http://ufcstats.com/fighter-details/a331233f597090a5,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,Junichiro Kamijo 27 - 30. David Lethaby 27 - 30. Anders Ohlsson 27 - 30.,--,Bam Bam,2023-07-22,"London, England, United Kingdom",http://ufcstats.com/event-details/1174782eacde9b0c,0,1.0,1.0,,,9 of 22,16 of 28,29 of 47,,,16 of 30,21 of 34,31 of 50,,,3 of 4,6 of 6,4 of 6,,,0,0.0,0.0,,,0,0.0,0.0,,,2:34,1:53,0:43,,,0,0.0,0.0,,,6 of 22,8 of 22,14 of 37,,,28 of 46,30 of 45,23 of 47,,,0 of 0,0 of 0,0 of 1,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:00,0:02,,,4 of 14,15 of 26,20 of 37,,,5 of 8,1 of 2,9 of 10,,,0 of 0,0 of 0,0 of 0,,,7 of 17,15 of 25,24 of 37,,,1 of 4,0 of 0,4 of 7,,,1 of 1,1 of 3,1 of 3,,,1 of 13,4 of 15,8 of 28,,,1 of 1,0 of 0,1 of 3,,,4 of 8,4 of 7,5 of 6,,,6 of 21,7 of 21,14 of 37,,,0 of 1,1 of 1,0 of 0,,,0 of 0,0 of 0,0 of 0,,,Middleweight,W,74.0,72.0,2.0,2.0,True,True,True,False,makhmud muradov,bryan barberena,http://ufcstats.com/fighter-details/a331233f597090a5|http://ufcstats.com/fighter-details/ea7e5bc78d9de658,0.7388632872503841,True,True,True
W,Vicente Luque,Rafael Dos Anjos,http://ufcstats.com/fighter-details/6d4b63c767106d3a,http://ufcstats.com/fighter-details/6a2f7c151031653d,Welterweight Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Mark Smith,Ron McCarthy 46 - 49. Sal D'amato 47 - 48. Junichiro Kamijo 47 - 48.,The Silent Assassin,--,2023-08-12,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/d2fa318f34d0aadc,0,0.0,0.0,0.0,0.0,16 of 32,11 of 26,18 of 39,10 of 18,17 of 26,20 of 37,32 of 48,27 of 49,26 of 42,33 of 45,1 of 1,2 of 2,1 of 2,2 of 2,2 of 4,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1:30,2:23,1:51,3:40,2:37,0,0.0,0.0,0.0,0.0,17 of 37,10 of 22,11 of 27,9 of 15,19 of 35,20 of 41,14 of 26,12 of 29,20 of 27,28 of 47,0 of 3,1 of 2,1 of 1,0 of 1,0 of 0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1:20,0:35,0:53,0:24,0:42,9 of 24,7 of 22,12 of 32,6 of 14,14 of 23,4 of 5,3 of 3,4 of 5,4 of 4,2 of 2,3 of 3,1 of 1,2 of 2,0 of 0,1 of 1,11 of 25,10 of 25,16 of 37,7 of 15,16 of 25,1 of 1,1 of 1,2 of 2,3 of 3,1 of 1,4 of 6,0 of 0,0 of 0,0 of 0,0 of 0,8 of 26,4 of 16,8 of 23,5 of 10,17 of 33,6 of 8,5 of 5,3 of 4,4 of 5,1 of 1,3 of 3,1 of 1,0 of 0,0 of 0,1 of 1,9 of 28,3 of 15,10 of 26,4 of 10,12 of 26,8 of 9,7 of 7,1 of 1,5 of 5,5 of 5,0 of 0,0 of 0,0 of 0,0 of 0,2 of 4,Welterweight,W,71.0,68.0,3.0,3.0,True,True,True,False,vicente luque,rafael dos anjos,http://ufcstats.com/fighter-details/6a2f7c151031653d|http://ufcstats.com/fighter-details/6d4b63c767106d3a,0.5427435387673957,False,False,False
L,Danny Roberts,Jonny Parsons,http://ufcstats.com/fighter-details/a6cba6bb66c1a8c9,http://ufcstats.com/fighter-details/2975297f505e9447,Welterweight Bout,KO/TKO,2,4:57,3 Rnd (5-5-5),Jason Herzog,Punches to Head At Distance,Hot Chocolate,The Sluggernaut,2023-07-22,"London, England, United Kingdom",http://ufcstats.com/event-details/1174782eacde9b0c,0,0.0,,,,25 of 60,19 of 73,,,,25 of 60,19 of 74,,,,0 of 0,0 of 2,,,,0,0.0,,,,0,0.0,,,,0:00,0:05,,,,0,2.0,,,,20 of 50,43 of 74,,,,20 of 50,49 of 83,,,,0 of 0,0 of 0,,,,0,0.0,,,,0,0.0,,,,0:00,1:26,,,,13 of 45,14 of 66,,,,10 of 13,4 of 6,,,,2 of 2,1 of 1,,,,25 of 60,19 of 72,,,,0 of 0,0 of 1,,,,0 of 0,0 of 0,,,,7 of 32,35 of 63,,,,6 of 10,6 of 9,,,,7 of 8,2 of 2,,,,19 of 48,32 of 53,,,,1 of 2,6 of 13,,,,0 of 0,5 of 8,,,,Welterweight,L,73.0,69.0,4.0,4.0,True,False,False,True,danny roberts,jonny parsons,http://ufcstats.com/fighter-details/2975297f505e9447|http://ufcstats.com/fighter-details/a6cba6bb66c1a8c9,0.5620437956204379,True,True,False
W,Lerone Murphy,Josh Culibao,http://ufcstats.com/fighter-details/396fe87b84ac2e1c,http://ufcstats.com/fighter-details/6751eacd16bd59bc,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Loic Pora,Ben Cartlidge 26 - 30. Darryl Ransom 26 - 30. David Lethaby 27 - 30.,The Miracle,Kuya,2023-07-22,"London, England, United Kingdom",http://ufcstats.com/event-details/1174782eacde9b0c,0,0.0,1.0,,,18 of 37,12 of 23,29 of 49,,,18 of 37,24 of 38,45 of 69,,,0 of 1,1 of 1,2 of 3,,,0,0.0,2.0,,,0,0.0,0.0,,,1:13,2:39,3:46,,,0,0.0,0.0,,,11 of 34,7 of 16,5 of 9,,,20 of 43,14 of 24,6 of 10,,,0 of 0,0 of 2,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:08,0:48,0:34,,,8 of 25,6 of 15,23 of 41,,,5 of 6,4 of 5,6 of 7,,,5 of 6,2 of 3,0 of 1,,,15 of 33,7 of 18,2 of 10,,,3 of 4,3 of 3,6 of 7,,,0 of 0,2 of 2,21 of 32,,,7 of 26,5 of 14,4 of 8,,,2 of 3,2 of 2,1 of 1,,,2 of 5,0 of 0,0 of 0,,,10 of 33,5 of 13,4 of 7,,,1 of 1,2 of 3,1 of 2,,,0 of 0,0 of 0,0 of 0,,,Featherweight,W,69.0,70.0,-1.0,1.0,False,True,False,True,lerone murphy,josh culibao,http://ufcstats.com/fighter-details/396fe87b84ac2e1c|http://ufcstats.com/fighter-details/6751eacd16bd59bc,0.5620437956204379,True,False,True
L,Davey Grant,Daniel Marcos,http://ufcstats.com/fighter-details/113df4fde64735c6,http://ufcstats.com/fighter-details/850266b3dc4e506e,Bantamweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Marc Goddard,Clemens Werner 28 - 29. Anders Ohlsson 29 - 28. Cezary Wojciechowski 28 - 29.,Dangerous,Soncora,2023-07-22,"London, England, United Kingdom",http://ufcstats.com/event-details/1174782eacde9b0c,0,0.0,0.0,,,16 of 49,26 of 75,28 of 91,,,16 of 49,26 of 75,28 of 91,,,0 of 0,0 of 0,0 of 1,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:00,0:06,,,0,0.0,0.0,,,13 of 35,15 of 51,20 of 54,,,13 of 35,15 of 51,21 of 55,,,0 of 0,0 of 0,1 of 1,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:00,0:13,,,1 of 28,9 of 48,7 of 51,,,7 of 10,8 of 15,12 of 30,,,8 of 11,9 of 12,9 of 10,,,16 of 49,26 of 75,28 of 89,,,0 of 0,0 of 0,0 of 2,,,0 of 0,0 of 0,0 of 0,,,1 of 15,4 of 33,16 of 42,,,2 of 8,3 of 8,1 of 8,,,10 of 12,8 of 10,3 of 4,,,13 of 35,14 of 50,20 of 54,,,0 of 0,1 of 1,0 of 0,,,0 of 0,0 of 0,0 of 0,,,Bantamweight,L,68.0,67.0,1.0,1.0,True,False,False,True,davey grant,daniel marcos,http://ufcstats.com/fighter-details/113df4fde64735c6|http://ufcstats.com/fighter-details/850266b3dc4e506e,0.5798319327731093,False,False,True
W,Paul Craig,Andre Muniz,http://ufcstats.com/fighter-details/eabf206b162b3b83,http://ufcstats.com/fighter-details/886264a0c9f4ea5e,Middleweight Bout,KO/TKO,2,4:40,3 Rnd (5-5-5),Daniel Movahedi,Elbows to Head From Mount,Bearjew,Sergipano,2023-07-22,"London, England, United Kingdom",http://ufcstats.com/event-details/1174782eacde9b0c,0,0.0,,,,9 of 25,31 of 57,,,,10 of 26,44 of 75,,,,0 of 0,2 of 2,,,,0,1.0,,,,0,0.0,,,,0:00,2:56,,,,0,0.0,,,,13 of 23,11 of 17,,,,15 of 25,16 of 22,,,,1 of 1,1 of 1,,,,0,0.0,,,,0,0.0,,,,0:45,1:02,,,,1 of 10,30 of 56,,,,7 of 14,1 of 1,,,,1 of 1,0 of 0,,,,9 of 25,1 of 7,,,,0 of 0,0 of 0,,,,0 of 0,30 of 50,,,,4 of 13,11 of 17,,,,2 of 3,0 of 0,,,,7 of 7,0 of 0,,,,13 of 23,2 of 4,,,,0 of 0,1 of 1,,,,0 of 0,8 of 12,,,,Middleweight,W,75.0,73.0,2.0,2.0,True,True,True,False,paul craig,andre muniz,http://ufcstats.com/fighter-details/886264a0c9f4ea5e|http://ufcstats.com/fighter-details/eabf206b162b3b83,0.679245283018868,False,False,False
W,Tom Aspinall,Marcin Tybura,http://ufcstats.com/fighter-details/399afbabc02376b5,http://ufcstats.com/fighter-details/c9cf753cfdf77fc2,Heavyweight Bout,KO/TKO,1,1:13,5 Rnd (5-5-5-5-5),Marc Goddard,Punch to Head At Distance,--,Tybur,2023-07-22,"London, England, United Kingdom",http://ufcstats.com/event-details/1174782eacde9b0c,1,,,,,13 of 18,,,,,13 of 18,,,,,0 of 0,,,,,0,,,,,0,,,,,0:05,,,,,0,,,,,4 of 15,,,,,4 of 15,,,,,0 of 0,,,,,0,,,,,0,,,,,0:00,,,,,12 of 17,,,,,1 of 1,,,,,0 of 0,,,,,7 of 10,,,,,0 of 0,,,,,6 of 8,,,,,2 of 13,,,,,2 of 2,,,,,0 of 0,,,,,4 of 15,,,,,0 of 0,,,,,0 of 0,,,,,Heavyweight,W,77.0,75.0,2.0,2.0,True,True,True,False,tom aspinall,marcin tybura,http://ufcstats.com/fighter-details/399afbabc02376b5|http://ufcstats.com/fighter-details/c9cf753cfdf77fc2,0.8064516129032258,True,True,True
L,Molly McCann,Julija Stoliarenko,http://ufcstats.com/fighter-details/51018a31ddf31eb2,http://ufcstats.com/fighter-details/a78a87d8c2bbb1cb,Women's Flyweight Bout,Submission,1,1:55,3 Rnd (5-5-5),Jason Herzog,Armbar From Guard,Meatball,--,2023-07-22,"London, England, United Kingdom",http://ufcstats.com/event-details/1174782eacde9b0c,0,,,,,6 of 16,,,,,6 of 16,,,,,0 of 0,,,,,0,,,,,0,,,,,0:07,,,,,0,,,,,9 of 29,,,,,9 of 29,,,,,1 of 1,,,,,1,,,,,0,,,,,0:19,,,,,1 of 11,,,,,4 of 4,,,,,1 of 1,,,,,6 of 16,,,,,0 of 0,,,,,0 of 0,,,,,4 of 20,,,,,2 of 3,,,,,3 of 6,,,,,9 of 29,,,,,0 of 0,,,,,0 of 0,,,,,Women's Flyweight,L,64.0,67.0,-3.0,3.0,False,False,True,False,molly mccann,julija stoliarenko,http://ufcstats.com/fighter-details/51018a31ddf31eb2|http://ufcstats.com/fighter-details/a78a87d8c2bbb1cb,0.6489208633093525,True,False,False
