result,player1,player2,player1_url,player2_url,weightclass,method,round,time,time_format,referee,details,player1_nickname,player2_nickname,event_date,event_location,event_url,p1_rd1_KD,p1_rd2_KD,p1_rd3_KD,p1_rd4_KD,p1_rd5_KD,p1_rd1_Sig_str,p1_rd2_Sig_str,p1_rd3_Sig_str,p1_rd4_Sig_str,p1_rd5_Sig_str,p1_rd1_Total_str,p1_rd2_Total_str,p1_rd3_Total_str,p1_rd4_Total_str,p1_rd5_Total_str,p1_rd1_Td,p1_rd2_Td,p1_rd3_Td,p1_rd4_Td,p1_rd5_Td,p1_rd1_Sub_att,p1_rd2_Sub_att,p1_rd3_Sub_att,p1_rd4_Sub_att,p1_rd5_Sub_att,p1_rd1_Rev,p1_rd2_Rev,p1_rd3_Rev,p1_rd4_Rev,p1_rd5_Rev,p1_rd1_Ctrl,p1_rd2_Ctrl,p1_rd3_Ctrl,p1_rd4_Ctrl,p1_rd5_Ctrl,p2_rd1_KD,p2_rd2_KD,p2_rd3_KD,p2_rd4_KD,p2_rd5_KD,p2_rd1_Sig_str,p2_rd2_Sig_str,p2_rd3_Sig_str,p2_rd4_Sig_str,p2_rd5_Sig_str,p2_rd1_Total_str,p2_rd2_Total_str,p2_rd3_Total_str,p2_rd4_Total_str,p2_rd5_Total_str,p2_rd1_Td,p2_rd2_Td,p2_rd3_Td,p2_rd4_Td,p2_rd5_Td,p2_rd1_Sub_att,p2_rd2_Sub_att,p2_rd3_Sub_att,p2_rd4_Sub_att,p2_rd5_Sub_att,p2_rd1_Rev,p2_rd2_Rev,p2_rd3_Rev,p2_rd4_Rev,p2_rd5_Rev,p2_rd1_Ctrl,p2_rd2_Ctrl,p2_rd3_Ctrl,p2_rd4_Ctrl,p2_rd5_Ctrl,p1_rd1_Head,p1_rd2_Head,p1_rd3_Head,p1_rd4_Head,p1_rd5_Head,p1_rd1_Body,p1_rd2_Body,p1_rd3_Body,p1_rd4_Body,p1_rd5_Body,p1_rd1_Leg,p1_rd2_Leg,p1_rd3_Leg,p1_rd4_Leg,p1_rd5_Leg,p1_rd1_Distance,p1_rd2_Distance,p1_rd3_Distance,p1_rd4_Distance,p1_rd5_Distance,p1_rd1_Clinch,p1_rd2_Clinch,p1_rd3_Clinch,p1_rd4_Clinch,p1_rd5_Clinch,p1_rd1_Ground,p1_rd2_Ground,p1_rd3_Ground,p1_rd4_Ground,p1_rd5_Ground,p2_rd1_Head,p2_rd2_Head,p2_rd3_Head,p2_rd4_Head,p2_rd5_Head,p2_rd1_Body,p2_rd2_Body,p2_rd3_Body,p2_rd4_Body,p2_rd5_Body,p2_rd1_Leg,p2_rd2_Leg,p2_rd3_Leg,p2_rd4_Leg,p2_rd5_Leg,p2_rd1_Distance,p2_rd2_Distance,p2_rd3_Distance,p2_rd4_Distance,p2_rd5_Distance,p2_rd1_Clinch,p2_rd2_Clinch,p2_rd3_Clinch,p2_rd4_Clinch,p2_rd5_Clinch,p2_rd1_Ground,p2_rd2_Ground,p2_rd3_Ground,p2_rd4_Ground,p2_rd5_Ground,result_norm,dob1,dob2,reach1,reach2,age1,age2,p1_won,pair_key,fav_prob,fav_is_p1,fav_won,fav_dec,fav_ml,age_adv,reach_adv,profit100
L,Johny Hendricks,Robbie Lawler,http://ufcstats.com/fighter-details/0941df56f6ac954b,http://ufcstats.com/fighter-details/f2925e6db404bf1d,UFC Welterweight Title Bout,Decision - Split,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Marcos Rosales 47 - 48. Sal D'amato 48 - 47. Glenn Trowbridge 46 - 49.,Bigg Rigg,Ruthless,2014-12-06,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/dfdd0c5dd0d4bc23,0,0.0,0.0,0.0,0.0,14 of 29,35 of 63,26 of 57,23 of 49,13 of 30,33 of 50,39 of 67,28 of 59,23 of 49,22 of 39,1 of 5,1 of 3,2 of 2,1 of 3,0 of 4,0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3:16,1:56,1:30,1:43,1:55,0,0.0,0.0,0.0,0.0,34 of 52,13 of 29,8 of 17,19 of 40,42 of 63,43 of 61,18 of 34,13 of 22,30 of 51,63 of 85,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0:00,0:00,0:00,0:17,0:45,8 of 22,14 of 40,18 of 47,15 of 40,11 of 27,1 of 2,3 of 5,0 of 0,1 of 2,1 of 1,5 of 5,18 of 18,8 of 10,7 of 7,1 of 2,10 of 21,26 of 50,26 of 57,22 of 48,13 of 30,4 of 8,8 of 11,0 of 0,1 of 1,0 of 0,0 of 0,1 of 2,0 of 0,0 of 0,0 of 0,13 of 31,11 of 25,5 of 9,17 of 38,25 of 45,21 of 21,2 of 3,3 of 8,2 of 2,17 of 18,0 of 0,0 of 1,0 of 0,0 of 0,0 of 0,7 of 21,11 of 25,6 of 15,13 of 31,17 of 36,27 of 31,0 of 2,2 of 2,1 of 2,6 of 8,0 of 0,2 of 2,0 of 0,5 of 7,19 of 19,L,1983-09-12,1982-03-20,69.0,74.0,31.234043135724896,32.715250826505674,False,http://ufcstats.com/fighter-details/0941df56f6ac954b|http://ufcstats.com/fighter-details/f2925e6db404bf1d,0.6734693877551021,True,False,1.4545454545454546,-219.99999999999997,1.4812076907807779,-5.0,-100.0
W,Caio Magalhaes,Trevor Smith,http://ufcstats.com/fighter-details/0c5c66ddd1886b83,http://ufcstats.com/fighter-details/f797f0c57a83353e,Middleweight Bout,KO/TKO,1,0:31,3 Rnd (5-5-5),Keith Peterson,Punch to Head In Clinch,Hellboy,Hot Sauce,2014-11-08,"Uberlandia, Minas Gerais, Brazil",http://ufcstats.com/event-details/6ca68b636fbc1f18,1,,,,,9 of 14,,,,,10 of 15,,,,,0 of 0,,,,,0,,,,,0,,,,,0:03,,,,,0,,,,,2 of 5,,,,,2 of 5,,,,,0 of 0,,,,,0,,,,,0,,,,,0:00,,,,,9 of 14,,,,,0 of 0,,,,,0 of 0,,,,,3 of 7,,,,,3 of 4,,,,,3 of 3,,,,,2 of 5,,,,,0 of 0,,,,,0 of 0,,,,,2 of 4,,,,,0 of 1,,,,,0 of 0,,,,,W,1987-12-14,1981-01-05,73.0,75.0,26.902674250669076,33.84053060637795,True,http://ufcstats.com/fighter-details/0c5c66ddd1886b83|http://ufcstats.com/fighter-details/f797f0c57a83353e,0.7234352256186317,True,True,1.3571428571428572,-279.99999999999994,6.9378563557088775,-2.0,35.71428571428572
W,Anthony Pettis,Gilbert Melendez,http://ufcstats.com/fighter-details/cbb682f5fcc44bfc,http://ufcstats.com/fighter-details/aa5b4eff51bdc7d1,UFC Lightweight Title Bout,Submission,2,1:53,5 Rnd (5-5-5-5-5),John McCarthy,Guillotine Choke After Drop to Guard,Showtime,El Nino,2014-12-06,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/dfdd0c5dd0d4bc23,0,0.0,,,,15 of 29,15 of 29,,,,22 of 36,21 of 35,,,,0 of 0,0 of 0,,,,0,1.0,,,,0,1.0,,,,0:00,0:03,,,,0,0.0,,,,19 of 43,8 of 35,,,,49 of 81,10 of 38,,,,1 of 6,0 of 2,,,,0,0.0,,,,0,0.0,,,,3:43,0:38,,,,12 of 25,14 of 28,,,,2 of 3,1 of 1,,,,1 of 1,0 of 0,,,,14 of 28,13 of 25,,,,1 of 1,2 of 4,,,,0 of 0,0 of 0,,,,12 of 35,4 of 27,,,,6 of 6,4 of 8,,,,1 of 2,0 of 0,,,,11 of 34,4 of 26,,,,6 of 7,4 of 9,,,,2 of 2,0 of 0,,,,W,1987-01-27,1982-04-12,72.0,73.0,27.858203796108064,32.65227896534494,True,http://ufcstats.com/fighter-details/aa5b4eff51bdc7d1|http://ufcstats.com/fighter-details/cbb682f5fcc44bfc,0.7450468438027953,True,True,1.3174603174603174,-315.0,4.794075169236876,-1.0,31.746031746031743
L,Mauricio Rua,Ovince Saint Preux,http://ufcstats.com/fighter-details/140745cbbcb023ac,http://ufcstats.com/fighter-details/50db8711c70196cd,Light Heavyweight Bout,KO/TKO,1,0:34,5 Rnd (5-5-5-5-5),Mario Yamasaki,Punch to Head At Distance,Shogun,--,2014-11-08,"Uberlandia, Minas Gerais, Brazil",http://ufcstats.com/event-details/6ca68b636fbc1f18,0,,,,,2 of 3,,,,,2 of 3,,,,,0 of 0,,,,,0,,,,,0,,,,,0:00,,,,,1,,,,,9 of 15,,,,,9 of 15,,,,,0 of 0,,,,,0,,,,,0,,,,,0:06,,,,,0 of 1,,,,,0 of 0,,,,,2 of 2,,,,,2 of 3,,,,,0 of 0,,,,,0 of 0,,,,,8 of 14,,,,,1 of 1,,,,,0 of 0,,,,,2 of 3,,,,,0 of 0,,,,,7 of 12,,,,,L,1981-11-25,1983-04-08,76.0,80.0,32.95344873611368,31.587233139626413,False,http://ufcstats.com/fighter-details/140745cbbcb023ac|http://ufcstats.com/fighter-details/50db8711c70196cd,0.6060606060606061,True,False,1.625,-160.0,-1.3662155964872653,-4.0,-100.0
W,Claudio Silva,Leon Edwards,http://ufcstats.com/fighter-details/6f7c616b98e18c29,http://ufcstats.com/fighter-details/f1fac969a1d70b08,Welterweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Guilherme Bravo 29 - 28. Derek Cleary 28 - 29. Roy Silbert 28 - 29.,Hannibal,Rocky,2014-11-08,"Uberlandia, Minas Gerais, Brazil",http://ufcstats.com/event-details/6ca68b636fbc1f18,0,0.0,0.0,,,9 of 25,15 of 40,10 of 16,,,35 of 54,23 of 52,40 of 56,,,1 of 4,1 of 4,1 of 1,,,0,0.0,1.0,,,0,0.0,0.0,,,1:50,1:21,3:57,,,0,0.0,0.0,,,15 of 27,14 of 26,4 of 8,,,19 of 31,14 of 26,9 of 13,,,0 of 0,0 of 0,0 of 0,,,0,0.0,0.0,,,1,0.0,1.0,,,1:11,0:02,0:24,,,6 of 20,7 of 28,5 of 11,,,3 of 3,1 of 3,5 of 5,,,0 of 2,7 of 9,0 of 0,,,6 of 16,10 of 27,0 of 3,,,2 of 2,1 of 3,0 of 0,,,1 of 7,4 of 10,10 of 13,,,12 of 23,9 of 21,4 of 8,,,3 of 4,5 of 5,0 of 0,,,0 of 0,0 of 0,0 of 0,,,7 of 19,13 of 24,2 of 6,,,4 of 4,1 of 2,1 of 1,,,4 of 4,0 of 0,1 of 1,,,W,1982-09-06,1991-08-25,71.0,74.0,32.17314523912195,23.20649979123459,True,http://ufcstats.com/fighter-details/6f7c616b98e18c29|http://ufcstats.com/fighter-details/f1fac969a1d70b08,0.6681590729523308,False,False,1.4651162790697674,-215.00000000000003,8.966645447887359,3.0,-100.0
W,Warlley Alves,Alan Jouban,http://ufcstats.com/fighter-details/d317a5e2b3f88c5f,http://ufcstats.com/fighter-details/cf65d56b0755ed3b,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,Marco Borges 28 - 29. Fernando Moura 28 - 29. Roy Silbert 28 - 29.,--,Brahma,2014-11-08,"Uberlandia, Minas Gerais, Brazil",http://ufcstats.com/event-details/6ca68b636fbc1f18,0,0.0,0.0,,,18 of 36,11 of 24,18 of 46,,,19 of 37,14 of 28,18 of 46,,,0 of 0,1 of 1,0 of 0,,,1,0.0,0.0,,,0,0.0,0.0,,,2:07,1:51,0:02,,,0,0.0,0.0,,,19 of 30,15 of 36,45 of 90,,,22 of 33,27 of 48,47 of 92,,,0 of 0,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:31,0:00,0:04,,,16 of 33,9 of 22,15 of 41,,,2 of 3,1 of 1,3 of 5,,,0 of 0,1 of 1,0 of 0,,,4 of 14,11 of 24,16 of 43,,,2 of 6,0 of 0,2 of 3,,,12 of 16,0 of 0,0 of 0,,,11 of 21,8 of 26,35 of 73,,,5 of 5,4 of 6,5 of 11,,,3 of 4,3 of 4,5 of 6,,,12 of 22,15 of 36,44 of 85,,,7 of 8,0 of 0,1 of 5,,,0 of 0,0 of 0,0 of 0,,,W,1991-01-04,1981-11-25,72.0,73.0,23.844432123862912,32.95344873611368,True,http://ufcstats.com/fighter-details/cf65d56b0755ed3b|http://ufcstats.com/fighter-details/d317a5e2b3f88c5f,0.7769516728624535,True,True,1.263157894736842,-380.0000000000001,9.109016612250766,-1.0,26.315789473684205
L,Richie Vaculik,Louis Smolka,http://ufcstats.com/fighter-details/54578e5927adea53,http://ufcstats.com/fighter-details/d2bc285ead803db0,Flyweight Bout,KO/TKO,3,0:18,3 Rnd (5-5-5),John Sharp,"Kick to Head At Distance
      Side Kick",Vas,Da Last Samurai,2014-11-07,"Sydney, New South Wales, Australia",http://ufcstats.com/event-details/371a1c91b24dec2b,0,0.0,0.0,,,42 of 72,27 of 61,5 of 9,,,46 of 76,29 of 64,9 of 13,,,1 of 1,1 of 1,0 of 0,,,0,1.0,0.0,,,0,1.0,0.0,,,0:34,0:31,0:00,,,0,0.0,1.0,,,30 of 71,36 of 64,1 of 8,,,30 of 71,40 of 68,1 of 8,,,0 of 1,1 of 1,0 of 0,,,0,0.0,0.0,,,1,1.0,0.0,,,0:20,0:41,0:06,,,28 of 58,19 of 47,5 of 8,,,10 of 10,6 of 11,0 of 1,,,4 of 4,2 of 3,0 of 0,,,38 of 66,21 of 53,1 of 4,,,4 of 6,6 of 8,0 of 0,,,0 of 0,0 of 0,4 of 5,,,21 of 60,21 of 49,1 of 8,,,8 of 10,5 of 5,0 of 0,,,1 of 1,10 of 10,0 of 0,,,29 of 70,35 of 62,1 of 8,,,1 of 1,0 of 1,0 of 0,,,0 of 0,1 of 1,0 of 0,,,L,1983-06-19,1991-07-16,69.0,68.0,31.38736592811625,23.313278164507143,False,http://ufcstats.com/fighter-details/54578e5927adea53|http://ufcstats.com/fighter-details/d2bc285ead803db0,0.7600872410032715,False,True,1.2941176470588236,-339.99999999999994,8.074087763609107,-1.0,29.41176470588236
L,Luke Zachrich,Daniel Kelly,http://ufcstats.com/fighter-details/2284092f8b63273b,http://ufcstats.com/fighter-details/bdcbb976816fd256,Middleweight Bout,Submission,1,4:27,3 Rnd (5-5-5),Leon Roberts,Kimura On Ground,--,--,2014-11-07,"Sydney, New South Wales, Australia",http://ufcstats.com/event-details/371a1c91b24dec2b,0,,,,,23 of 46,,,,,24 of 47,,,,,0 of 2,,,,,0,,,,,0,,,,,0:00,,,,,0,,,,,25 of 48,,,,,33 of 59,,,,,1 of 2,,,,,1,,,,,0,,,,,0:51,,,,,20 of 41,,,,,0 of 2,,,,,3 of 3,,,,,20 of 43,,,,,3 of 3,,,,,0 of 0,,,,,19 of 42,,,,,1 of 1,,,,,5 of 5,,,,,19 of 40,,,,,5 of 7,,,,,1 of 1,,,,,L,1981-12-19,1977-10-31,74.0,70.0,32.88500106093896,37.01924064149161,False,http://ufcstats.com/fighter-details/2284092f8b63273b|http://ufcstats.com/fighter-details/bdcbb976816fd256,0.7280334728033474,True,False,1.3448275862068966,-290.0,4.134239580552652,4.0,-100.0
L,Dylan Andrews,Sam Alvey,http://ufcstats.com/fighter-details/00debc804e2b1cd4,http://ufcstats.com/fighter-details/d156513a19acf856,Middleweight Bout,KO/TKO,1,2:16,3 Rnd (5-5-5),Leon Roberts,Punches to Head From Mount,The Villain,Smile'N,2014-11-07,"Sydney, New South Wales, Australia",http://ufcstats.com/event-details/371a1c91b24dec2b,0,,,,,4 of 7,,,,,12 of 15,,,,,2 of 3,,,,,0,,,,,0,,,,,1:21,,,,,0,,,,,6 of 7,,,,,9 of 10,,,,,0 of 0,,,,,0,,,,,0,,,,,0:02,,,,,0 of 0,,,,,1 of 2,,,,,3 of 5,,,,,4 of 7,,,,,0 of 0,,,,,0 of 0,,,,,6 of 7,,,,,0 of 0,,,,,0 of 0,,,,,1 of 2,,,,,0 of 0,,,,,5 of 5,,,,,L,1979-11-15,1986-05-06,74.0,75.0,34.979499921285175,28.507087756764342,False,http://ufcstats.com/fighter-details/00debc804e2b1cd4|http://ufcstats.com/fighter-details/d156513a19acf856,0.5901639344262295,True,False,1.6666666666666663,-150.00000000000009,-6.472412164520833,-1.0,-100.0
W,Jake Matthews,Vagner Rocha,http://ufcstats.com/fighter-details/a845f0735bc67405,http://ufcstats.com/fighter-details/d403b1a6f278c95e,Lightweight Bout,Submission,2,1:52,3 Rnd (5-5-5),John Sharp,"Rear Naked Choke
      Technical Submission",The Celtic Kid,Ceara,2014-11-07,"Sydney, New South Wales, Australia",http://ufcstats.com/event-details/371a1c91b24dec2b,0,0.0,,,,13 of 43,13 of 20,,,,16 of 46,16 of 23,,,,1 of 2,0 of 0,,,,0,1.0,,,,0,0.0,,,,0:40,0:16,,,,0,0.0,,,,8 of 19,6 of 11,,,,11 of 22,6 of 11,,,,0 of 0,0 of 0,,,,0,0.0,,,,0,0.0,,,,0:28,0:00,,,,8 of 36,9 of 16,,,,1 of 3,1 of 1,,,,4 of 4,3 of 3,,,,13 of 42,10 of 17,,,,0 of 1,0 of 0,,,,0 of 0,3 of 3,,,,4 of 11,3 of 7,,,,0 of 0,1 of 1,,,,4 of 8,2 of 3,,,,8 of 19,6 of 11,,,,0 of 0,0 of 0,,,,0 of 0,0 of 0,,,,W,1994-08-19,1982-06-06,73.0,73.0,20.21944324661013,32.42229477675791,True,http://ufcstats.com/fighter-details/a845f0735bc67405|http://ufcstats.com/fighter-details/d403b1a6f278c95e,0.8111658456486044,True,True,1.2105263157894737,-475.0,12.202851530147779,0.0,21.052631578947366
L,Vik Grujic,Chris Clements,http://ufcstats.com/fighter-details/1e7483dbff40b84b,http://ufcstats.com/fighter-details/e5ecaf884b6da2bc,Welterweight Bout,KO/TKO,1,3:06,3 Rnd (5-5-5),Herb Dean,Knee to Head In Clinch,The Spartan,The Menace,2014-11-07,"Sydney, New South Wales, Australia",http://ufcstats.com/event-details/371a1c91b24dec2b,0,,,,,7 of 8,,,,,27 of 28,,,,,1 of 2,,,,,0,,,,,0,,,,,1:55,,,,,0,,,,,25 of 27,,,,,26 of 28,,,,,0 of 0,,,,,0,,,,,0,,,,,0:33,,,,,7 of 8,,,,,0 of 0,,,,,0 of 0,,,,,4 of 5,,,,,3 of 3,,,,,0 of 0,,,,,14 of 16,,,,,9 of 9,,,,,2 of 2,,,,,10 of 12,,,,,15 of 15,,,,,0 of 0,,,,,L,1977-02-06,1976-02-09,73.0,70.0,37.75026181235754,38.74412205589437,False,http://ufcstats.com/fighter-details/1e7483dbff40b84b|http://ufcstats.com/fighter-details/e5ecaf884b6da2bc,0.5,True,False,1.9523809523809523,-105.0,0.9938602435368296,3.0,-100.0
W,Robert Whittaker,Clint Hester,http://ufcstats.com/fighter-details/e1147d3d2dabe1ce,http://ufcstats.com/fighter-details/92b62174c175ce19,Middleweight Bout,KO/TKO,2,2:43,3 Rnd (5-5-5),John Sharp,Knee to Head In Clinch,The Reaper,Headbussa,2014-11-07,"Sydney, New South Wales, Australia",http://ufcstats.com/event-details/371a1c91b24dec2b,1,1.0,,,,26 of 56,23 of 48,,,,29 of 60,25 of 50,,,,1 of 1,0 of 1,,,,0,0.0,,,,0,0.0,,,,2:15,0:03,,,,0,0.0,,,,8 of 24,20 of 37,,,,8 of 24,21 of 38,,,,0 of 2,0 of 1,,,,0,0.0,,,,1,0.0,,,,0:19,0:27,,,,15 of 43,20 of 43,,,,4 of 5,1 of 2,,,,7 of 8,2 of 3,,,,18 of 39,17 of 38,,,,0 of 2,2 of 4,,,,8 of 15,4 of 6,,,,6 of 21,15 of 31,,,,0 of 0,3 of 4,,,,2 of 3,2 of 2,,,,5 of 19,16 of 32,,,,0 of 0,4 of 5,,,,3 of 5,0 of 0,,,,W,1990-12-20,1986-11-21,73.0,77.0,23.882762821960753,27.962244262373627,True,http://ufcstats.com/fighter-details/92b62174c175ce19|http://ufcstats.com/fighter-details/e1147d3d2dabe1ce,0.6367112810707458,False,False,1.5405405405405406,-185.0,-4.079481440412874,4.0,-100.0
L,Ross Pearson,Al Iaquinta,http://ufcstats.com/fighter-details/4f732e58ed907eff,http://ufcstats.com/fighter-details/59279a7c978f7da0,Lightweight Bout,KO/TKO,2,1:39,3 Rnd (5-5-5),Leon Roberts,Punch to Head In Clinch,The Real Deal,Raging,2014-11-07,"Sydney, New South Wales, Australia",http://ufcstats.com/event-details/371a1c91b24dec2b,0,0.0,,,,13 of 44,7 of 16,,,,14 of 45,7 of 16,,,,0 of 1,0 of 0,,,,0,0.0,,,,0,0.0,,,,0:00,0:00,,,,0,2.0,,,,14 of 55,17 of 38,,,,14 of 55,18 of 39,,,,0 of 1,0 of 0,,,,0,0.0,,,,0,0.0,,,,0:00,0:03,,,,7 of 35,6 of 14,,,,3 of 5,0 of 1,,,,3 of 4,1 of 1,,,,13 of 44,7 of 16,,,,0 of 0,0 of 0,,,,0 of 0,0 of 0,,,,10 of 46,15 of 35,,,,2 of 7,1 of 2,,,,2 of 2,1 of 1,,,,14 of 55,12 of 29,,,,0 of 0,3 of 6,,,,0 of 0,2 of 3,,,,L,1984-09-26,1987-04-30,69.0,70.0,30.114239169866593,27.524179141255466,False,http://ufcstats.com/fighter-details/4f732e58ed907eff|http://ufcstats.com/fighter-details/59279a7c978f7da0,0.5542635658914729,True,False,1.7692307692307692,-130.0,-2.590060028611127,-1.0,-100.0
W,Soa Palelei,Walt Harris,http://ufcstats.com/fighter-details/60029bcf496bd707,http://ufcstats.com/fighter-details/03f982ca3735070c,Heavyweight Bout,KO/TKO,2,4:49,3 Rnd (5-5-5),Leon Roberts,Punches to Head On Ground,The Hulk,The Big Ticket,2014-11-07,"Sydney, New South Wales, Australia",http://ufcstats.com/event-details/371a1c91b24dec2b,0,0.0,,,,5 of 13,19 of 38,,,,5 of 13,38 of 64,,,,0 of 2,1 of 3,,,,0,0.0,,,,0,0.0,,,,0:18,1:16,,,,0,0.0,,,,10 of 38,12 of 34,,,,12 of 40,12 of 34,,,,0 of 0,0 of 0,,,,0,0.0,,,,0,0.0,,,,0:00,0:00,,,,4 of 10,17 of 35,,,,0 of 2,1 of 2,,,,1 of 1,1 of 1,,,,5 of 13,14 of 30,,,,0 of 0,0 of 0,,,,0 of 0,5 of 8,,,,2 of 22,7 of 26,,,,5 of 13,4 of 7,,,,3 of 3,1 of 1,,,,10 of 36,11 of 33,,,,0 of 2,1 of 1,,,,0 of 0,0 of 0,,,,W,1977-07-12,1983-06-10,81.0,77.0,37.32314831926733,31.41200709117915,True,http://ufcstats.com/fighter-details/03f982ca3735070c|http://ufcstats.com/fighter-details/60029bcf496bd707,0.6309375248918037,True,True,1.5617977528089888,-178.0,-5.911141228088184,4.0,56.17977528089888
W,Luke Rockhold,Michael Bisping,http://ufcstats.com/fighter-details/00e11b5c8b7bfeeb,http://ufcstats.com/fighter-details/2b93ebd9f5417ad2,Middleweight Bout,Submission,2,0:57,5 Rnd (5-5-5-5-5),Herb Dean,Guillotine Choke After Drop to Ground,--,The Count,2014-11-07,"Sydney, New South Wales, Australia",http://ufcstats.com/event-details/371a1c91b24dec2b,0,1.0,,,,12 of 30,8 of 11,,,,12 of 30,8 of 11,,,,0 of 0,0 of 0,,,,0,1.0,,,,0,0.0,,,,0:14,0:03,,,,0,0.0,,,,14 of 60,2 of 5,,,,14 of 60,2 of 5,,,,0 of 2,0 of 0,,,,0,0.0,,,,0,0.0,,,,0:01,0:10,,,,4 of 18,6 of 9,,,,5 of 9,2 of 2,,,,3 of 3,0 of 0,,,,11 of 28,4 of 5,,,,1 of 2,0 of 0,,,,0 of 0,4 of 6,,,,10 of 51,0 of 2,,,,0 of 5,1 of 2,,,,4 of 4,1 of 1,,,,13 of 59,2 of 5,,,,1 of 1,0 of 0,,,,0 of 0,0 of 0,,,,W,1984-10-17,1979-02-28,77.0,75.0,30.056743122719837,35.691355743102186,True,http://ufcstats.com/fighter-details/00e11b5c8b7bfeeb|http://ufcstats.com/fighter-details/2b93ebd9f5417ad2,0.8220640569395018,True,True,1.1904761904761905,-525.0,5.634612620382349,2.0,19.047619047619047
W,Marco Beltran,Marlon Vera,http://ufcstats.com/fighter-details/ec71a892fada28c7,http://ufcstats.com/fighter-details/7c7332319c14094c,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,28 - 29. 28 - 29. 28 - 29.,Psycho,Chito,2014-11-15,"Mexico City, Distrito Federal, Mexico",http://ufcstats.com/event-details/59851163aaf1aed8,0,0.0,0.0,,,10 of 19,10 of 17,11 of 26,,,23 of 34,26 of 34,21 of 36,,,1 of 4,0 of 0,0 of 0,,,0,0.0,0.0,,,0,1.0,0.0,,,2:52,2:04,0:52,,,0,0.0,0.0,,,5 of 16,1 of 4,19 of 36,,,8 of 19,2 of 6,20 of 37,,,0 of 0,1 of 1,0 of 0,,,0,2.0,0.0,,,0,0.0,0.0,,,1:03,2:38,2:19,,,7 of 14,7 of 14,8 of 22,,,2 of 4,1 of 1,1 of 2,,,1 of 1,2 of 2,2 of 2,,,3 of 9,2 of 2,5 of 18,,,4 of 5,0 of 0,2 of 3,,,3 of 5,8 of 15,4 of 5,,,4 of 13,1 of 4,15 of 29,,,1 of 3,0 of 0,4 of 7,,,0 of 0,0 of 0,0 of 0,,,1 of 11,0 of 0,6 of 15,,,0 of 0,0 of 0,2 of 2,,,4 of 5,1 of 4,11 of 19,,,W,1986-05-18,1992-12-02,69.0,70.0,28.49613612873639,21.952538382033854,True,http://ufcstats.com/fighter-details/7c7332319c14094c|http://ufcstats.com/fighter-details/ec71a892fada28c7,0.6786155747836835,False,False,1.4444444444444444,-225.0,6.543597746702535,1.0,-100.0
W,Jessica Eye,Leslie Smith,http://ufcstats.com/fighter-details/f72465a784c1b084,http://ufcstats.com/fighter-details/76984112f697631f,Women's Bantamweight Bout,TKO - Doctor's Stoppage,2,1:30,3 Rnd (5-5-5),Herb Dean,Ear Injury,Evil,The Peacemaker,2014-11-15,"Mexico City, Distrito Federal, Mexico",http://ufcstats.com/event-details/59851163aaf1aed8,0,0.0,,,,64 of 149,16 of 36,,,,64 of 149,20 of 40,,,,0 of 0,0 of 0,,,,0,0.0,,,,0,0.0,,,,0:00,0:00,,,,0,0.0,,,,22 of 80,6 of 18,,,,22 of 81,7 of 19,,,,0 of 0,0 of 0,,,,0,0.0,,,,0,0.0,,,,0:00,0:00,,,,46 of 128,9 of 28,,,,4 of 6,3 of 3,,,,14 of 15,4 of 5,,,,63 of 148,13 of 32,,,,1 of 1,3 of 4,,,,0 of 0,0 of 0,,,,16 of 71,5 of 17,,,,0 of 3,1 of 1,,,,6 of 6,0 of 0,,,,22 of 80,4 of 16,,,,0 of 0,2 of 2,,,,0 of 0,0 of 0,,,,W,1986-07-27,1982-08-17,66.0,66.0,28.30448263824719,32.247068728310644,True,http://ufcstats.com/fighter-details/76984112f697631f|http://ufcstats.com/fighter-details/f72465a784c1b084,0.7316120264990658,True,True,1.3389830508474576,-295.0,3.942586090063454,0.0,33.89830508474576
